Thomas Doyle Lane,T2095267I,South,955972.0,#09-451
Caldwell Boulevard,F3873102P,North,475361.0,#18-784
Adelaide Boulevard,F6721824T,Central,795092.0,#02-363
Bayberry Hill,G4990091X,West,728845.0,#07-998
Balfour Alley,T2160901C,West,826864.0,#17-892
Beaconsfield Way,T0184369I,South,765518.0,#08-825
Sherlock Road,G9267882L,West,863238.0,#24-727
Becklow Route,G5569208N,Central,764375.0,#19-854
Lonsdale Boulevard,F4913768X,West,868114.0,#17-356
Linden Street,T1006941F,South,385320.0,#05-559
Longmoore Vale,T1120893B,West,640360.0,#26-797
Heritage Walk,S1735534A,East,733651.0,#11-968
Longleigh Alley,G2534616P,Central,325968.0,#13-364
Wager Drive,T2122787J,East,819824.0,#01-329
Blean Boulevard,T1086418F,East,812962.0,#03-659
Fairbairn Drive,G0230669R,East,641797.0,#12-855
Lexington Pass,G7813071R,East,327098.0,#24-569
Bayberry Drive,T0042532Z,North,312165.0,#02-645
Coley Lane,S7785042B,West,481865.0,#12-442
Sherlock Avenue,F4822589Q,South,821568.0,#29-961
Bective Rue,F8979115N,South,868129.0,#04-812
Dunton Rue,G2034110Q,East,235805.0,#09-718
Norfolk Road,G0624185U,Central,544453.0,#04-511
Clere Street,S2888409E,Central,994572.0,#01-479
Gatonby Vale,S8650341G,North,903062.0,#05-319
Cam Alley,F5783632Q,Central,950437.0,#18-956
Carlton Road,T1182192H,North,110873.0,#11-188
Camdale Pass,F0960108L,South,431399.0,#06-288
Falconberg Walk,F3390752N,North,622864.0,#24-729
Clere Boulevard,G1967342K,West,562743.0,#29-627
Blandford Avenue,F4183800X,Central,487414.0,#08-714
Fairview Grove,S3237401H,East,968194.0,#13-662
Sundown Drive,S9224051G,North,118137.0,#09-618
St.Jamess Route,F5352183P,South,768156.0,#07-121
Bayberry Walk,T1026774I,South,810538.0,#01-396
Blean Rue,G5985229U,North,965241.0,#18-874
Clavell Walk,F2846869P,North,776431.0,#26-153
Virginia Rue,T1084419C,Central,923575.0,#27-372
Comet House Boulevard,F6043321Q,Central,635589.0,#18-281
Clarks Pass,F6884931N,Central,952955.0,#01-715
Angela Tunnel,T2091539J,South,965791.0,#26-697
Angel Road,T0165342C,East,792590.0,#23-284
Dunsley Pass,T1054672I,North,690305.0,#18-452
Coleman Avenue,S1762509H,South,124459.0,#07-225
Andrews Walk,F1653875L,West,781386.0,#09-663
Birkin Route,G6132389U,West,386091.0,#28-262
Apostle Walk,T1095323E,East,866856.0,#25-143
Cockspur Route,S8694800A,East,149188.0,#09-315
Geffrye Vale,F5501614M,North,723426.0,#24-771
Coleman Way,F3708183M,South,478771.0,#15-974
Chantry Tunnel,F2454989P,South,895355.0,#21-582
Bingham Alley,F6760880K,South,696750.0,#07-413
Empress Way,F8796260K,Central,489897.0,#05-941
Wadham Walk,G2187664W,East,243449.0,#23-131
West Rue,T2050157Z,South,811280.0,#28-586
Elystan Hill,S9133413E,West,854649.0,#17-992
Dunton Lane,S6370272B,East,515873.0,#16-383
Armory Way,T0150575J,North,812061.0,#27-358
Marischal Boulevard,S2677587F,Central,109638.0,#14-733
Boadicea Way,T1122158J,Central,124720.0,#17-645
Norfolk Way,S0116704I,North,281886.0,#08-222
Timber Pass,T1126110H,North,575834.0,#13-476
Hampden Walk,G4327359X,East,342646.0,#17-893
Durnford Route,S2862438G,North,463095.0,#25-839
Garfield Crossroad,T0119857B,West,941826.0,#26-423
Rivervalley Grove,F7175537K,East,237241.0,#03-567
Gavel Hill,T0018228A,West,806906.0,#03-861
Chart Street,F3343050R,South,622481.0,#15-241
Carlton Road,T1091374H,South,786174.0,#01-476
Elf Grove,G3219633X,South,247897.0,#19-295
Waldram Park Hill,F9029842U,Central,513196.0,#29-842
Cliffords Pass,T2090763J,West,314251.0,#23-535
Cardinal Avenue,G8283902W,West,656165.0,#18-296
Bethwin Route,F5842615Q,South,523659.0,#28-543
Church Road,T1111936J,South,784959.0,#26-223
Calvin Drive,F3559871P,North,116772.0,#21-741
Cliffords Pass,S3347664G,Central,943992.0,#12-386
Heritage Tunnel,G4869878Q,South,294780.0,#07-982
East Drive,S9017087B,East,732599.0,#15-524
King Edward Vale,S5116426A,North,701691.0,#12-382
Belmont Park Avenue,T1062122D,Central,284861.0,#06-921
Earl Rise Lane,F0770176N,East,793709.0,#11-956
Central Pass,T1020231J,Central,992078.0,#11-143
Comet House Road,F8961164N,Central,498899.0,#26-588
Cavell Rue,S4956479A,North,631476.0,#13-834
Blanchard Route,F2689961M,North,805950.0,#27-633
Fieldstone Road,T1133670A,East,737100.0,#25-989
Bermondsey Road,S2127741Z,West,931196.0,#15-174
Ben Street,S6017927A,West,404867.0,#19-932
Coborn Street,F8547779W,Central,591336.0,#26-252
Besson Road,S6061686H,West,724673.0,#21-374
Bocking Vale,F2270126Q,East,806240.0,#12-597
Armory Grove,T2030704H,North,782951.0,#11-925
Glenwood Street,G0538148R,South,712870.0,#27-544
Arundel Way,F0251342X,East,854622.0,#25-948
Queen Way,G6206104U,West,724048.0,#16-765
Calderwood Lane,G8976296X,North,448370.0,#07-449
Elizabeth Route,G1459215Q,East,848773.0,#17-273
Cliff Walk,F0848043P,South,431257.0,#28-366
Lexington Lane,F7496338L,East,335816.0,#28-259
Boleyn Pass,F5156629R,West,941279.0,#15-551
East Boulevard,T1172977J,West,670684.0,#17-224
Calvin Way,T2055933J,West,442292.0,#25-825
Clissold Rue,S7838594D,South,263050.0,#09-557
Thomas Drive,S4100480J,North,584288.0,#12-297
Calshot Alley,F2496058R,North,489751.0,#15-687
Ensign Alley,G1357130U,South,742052.0,#09-713
Elystan Street,S8677450Z,Central,812822.0,#18-473
Dutton Avenue,S1141994A,North,590381.0,#02-283
Sheringham Walk,S5998308C,North,995917.0,#01-496
Dunsley Boulevard,F1337535Q,East,791242.0,#15-646
Blake Avenue,F1505166M,East,160061.0,#21-481
Commercial Route,S3157652J,South,421775.0,#13-486
Bendall Tunnel,G4290345X,North,362361.0,#21-148
Woodland Grove,F9524856W,West,671083.0,#26-751
Arlington Vale,S0098972Z,North,652138.0,#23-854
Blue Anchor Vale,G0174269T,West,497435.0,#22-981
Belmore Tunnel,S9168182Z,South,210681.0,#06-282
Linda Vale,F9426130U,East,214747.0,#29-833
Carpenter Street,F6781485K,Central,724163.0,#03-753
Kilner Road,G9118705K,Central,580744.0,#13-313
Virginia Hill,S1531740Z,East,528229.0,#06-191
Boldero Walk,S0979168Z,North,901424.0,#08-449
Calderwood Way,F1920877W,South,677682.0,#27-986
Cephas Drive,F8401220M,East,178008.0,#07-435
Cato Grove,F9987948M,South,219697.0,#09-654
Blue Anchor Pass,F4036014W,Central,116757.0,#27-456
Queen Way,G8675049W,North,770662.0,#05-597
Capeners Crossroad,S0697555J,South,225881.0,#04-194
Viscount Hill,F3986997R,East,956588.0,#06-344
Callcott Grove,F5038672N,North,840046.0,#17-975
Bennett Hill,T0042032H,East,401926.0,#14-784
Bennett Street,S2485153B,East,943187.0,#03-654
Fieldstone Walk,S5659877D,North,410539.0,#09-441
Amwell Lane,S5437217E,South,949109.0,#04-515
Cleveland Lane,T0144348H,West,829149.0,#12-682
Bel Crossroad,S7413163H,South,666141.0,#11-567
Bolingbroke Road,T0166870F,East,545046.0,#13-114
Carltoun Drive,G2154412N,West,128863.0,#11-969
Meadow Drive,S5494490Z,Central,506750.0,#03-533
Glenwood Alley,S2330606I,East,391165.0,#03-142
Rosewood Crossroad,S0961725F,West,753533.0,#02-497
Elf Rue,T2000931D,West,114045.0,#11-285
Thurloe Drive,F1557972L,East,202725.0,#22-688
Chartham Way,S0068634D,South,484194.0,#05-665
Jackson Lane,F4996315R,South,337667.0,#08-799
Castle Hill,F6335319K,Central,887097.0,#06-391
Apostle Tunnel,G4747253U,South,308781.0,#09-847
Blackheath Rue,S2217317J,North,441044.0,#02-158
Chesterfield Alley,G7772451Q,South,584052.0,#05-873
Fairview Lane,G1791730R,East,797610.0,#26-589
Battis Lane,S7415343G,South,511645.0,#23-914
Thorndike Grove,S5341898H,Central,317538.0,#09-216
Battersea Walk,G9146786X,East,488239.0,#04-126
Cardinal Crossroad,T0025255G,Central,797354.0,#29-478
St.Johs Boulevard,G1518708P,East,924519.0,#11-672
Caldwell Way,S7010426A,South,840783.0,#26-681
Gatonby Crossroad,T2176698D,East,668798.0,#29-945
Bective Drive,G8814858N,South,566931.0,#13-374
Archery Street,G8150378T,Central,964878.0,#22-387
Longleigh Grove,F2114577R,Central,254439.0,#22-431
Arundel Street,F5695988L,South,973430.0,#15-323
Blandford Way,G7183070P,Central,627185.0,#28-328
Bletchley Walk,F7486791W,East,443271.0,#07-575
Victorian Walk,S9268963H,South,231699.0,#08-942
Adderley Route,S9436100A,South,324750.0,#23-351
Baltic Vale,T0021367E,Central,503305.0,#04-521
Caroline Walk,G1387974P,East,987386.0,#12-786
Bletchley Way,T1157726A,North,136630.0,#08-578
Monroe Rue,F5966778P,East,588776.0,#09-573
Carlton Rue,S3953505Z,North,280544.0,#29-956
Vincent Route,S1352493I,East,754091.0,#25-915
Cavaye Pass,G0371324P,Central,131654.0,#21-377
Burton Drive,T0110202H,North,908310.0,#15-639
Bendall Route,S4969252H,North,241124.0,#24-989
Camdale Vale,F0284729U,Central,327453.0,#06-826
Chartham Avenue,S3195813Z,East,257060.0,#11-462
Bel Lane,F5830552U,North,285598.0,#21-219
Chalcot Hill,T2079659F,East,362468.0,#24-927
Cloth Walk,T1148257J,Central,614717.0,#19-173
Arlington Tunnel,G7818023N,North,294370.0,#19-638
Birkbeck Crossroad,G2738737M,West,513529.0,#11-598
Boleyn Vale,G0380248P,South,488654.0,#18-155
Endsleigh Grove,F3423426N,North,548402.0,#14-375
Chambers Alley,S6165075Z,Central,676161.0,#08-162
Viscount Boulevard,G5173983M,Central,506637.0,#28-298
Bellenden Walk,S5969791I,Central,167608.0,#05-577
Norfolk Alley,G1371435P,South,445283.0,#04-816
Byland Vale,S5885840D,South,501051.0,#13-794
Chestnut Vale,T2021213F,West,800761.0,#05-647
Gate Boulevard,G9301298N,Central,476067.0,#11-689
St.Jamess Street,F7601279L,North,552205.0,#29-915
Norland Pass,T0095515I,South,596593.0,#28-332
Yoakley Pass,F0118857R,Central,976087.0,#23-229
Carol Rue,F0841752X,East,558229.0,#23-275
East Walk,G0786242M,Central,658927.0,#18-897
Dunton Way,F3376491W,North,265246.0,#12-699
Collingwood Tunnel,S9526772F,South,538614.0,#15-446
Thorndike Grove,F7139009T,Central,672052.0,#07-563
Blackheath Lane,S2579423J,South,665421.0,#23-528
Beatty Walk,G7322607N,North,655940.0,#13-472
King Hill,F8442863U,Central,190528.0,#08-457
Chart Road,F1481137X,North,505719.0,#26-151
Carlton Grove,S6966410E,East,424569.0,#17-369
Wadham Tunnel,G9637412R,West,685686.0,#05-799
Clissold Street,F8186304X,North,784439.0,#12-275
Boadicea Crossroad,G1767073P,West,807809.0,#23-689
Abbotswell Walk,T0003409F,South,151629.0,#22-121
Linden Drive,S0339121C,Central,629682.0,#27-623
Baynes Street,T1122646I,West,867951.0,#07-794
Blanchard Tunnel,S7262815B,Central,316625.0,#01-729
Belfort Boulevard,F6738416N,South,538684.0,#23-577
Kilner Walk,G7506904U,South,484494.0,#02-313
Betton Lane,G3491581N,West,999352.0,#02-831
Belmont Park Boulevard,F9211159T,Central,581000.0,#11-299
Earl Rise Pass,F3745837Q,North,571512.0,#18-596
Clissold Street,T1151637H,South,783215.0,#02-325
Bayberry Hill,T0021883I,North,455651.0,#05-299
Bel Hill,F2339932Q,South,229891.0,#04-682
Meadow Grove,G7581904T,Central,238673.0,#27-491
Blean Rue,S3855432H,East,448355.0,#07-533
Chantry Avenue,T2077546G,North,186442.0,#11-189
Timber Vale,T0142401G,South,561529.0,#08-547
Bel Pass,F3301694T,South,993792.0,#11-821
Wakley Walk,S5931498Z,East,214804.0,#04-851
Bell Grove,S4459932E,South,736273.0,#14-137
Dutton Street,F9246977T,South,701479.0,#28-473
Monroe Route,F8203014W,Central,886207.0,#11-396
Blackheath Rue,F2281022R,West,520308.0,#17-359
Amwell Road,S0151917D,North,434414.0,#01-737
Chelsea Manor Rue,F8357594T,South,475002.0,#17-457
Meadow Hill,G9632467R,North,669482.0,#26-991
Bedford Drive,F2097590M,West,149545.0,#07-653
Victoria Rise Street,G4731987X,West,431889.0,#24-399
Fairview Lane,S0621652H,North,265677.0,#11-874
Ayres Way,S3298136D,North,526029.0,#14-329
Fawn Drive,S5972595E,Central,309214.0,#12-328
Maple Boulevard,T2070029G,Central,263121.0,#12-333
Andrews Vale,T1195541Z,North,591792.0,#19-147
Gate Hill,G9845380Q,South,999910.0,#09-251
Camelot Drive,S9745783B,South,162041.0,#25-179
Sheraton Grove,F2048561L,East,703707.0,#13-886
Biggerstaff Street,F8796145K,North,918540.0,#11-293
Cliffords Avenue,S4064531D,North,809660.0,#11-332
Linden Alley,F1806446N,West,711580.0,#06-128
Coalecroft Rue,S8422270D,West,276157.0,#01-753
Cliffords Boulevard,T2086864C,South,917821.0,#13-518
Garfield Avenue,G7917506N,Central,187228.0,#29-179
St.Pauls Boulevard,G5960690P,Central,521973.0,#23-932
Durweston Drive,S2278259B,North,801464.0,#15-212
Beatty Vale,S3688473H,North,632263.0,#12-455
Meadow Street,T2084182F,South,466915.0,#19-211
Coleman Avenue,F7870069Q,East,306914.0,#11-317
Pine Alley,G3673273M,Central,647033.0,#08-757
Parkfields Hill,F2257044R,West,102206.0,#29-527
Wake Drive,T1160257F,West,959915.0,#09-898
Camdale Tunnel,S1652085C,East,469325.0,#03-768
Cockspur Boulevard,F4609396T,North,187287.0,#24-256
Monroe Pass,T1164585B,West,110172.0,#05-887
Meadow Grove,S0995965C,South,645759.0,#27-199
Ashley Drive,F3497387M,South,634003.0,#17-591
Caxton Tunnel,G4985265R,West,472350.0,#16-198
Birkenhead Pass,T0095248F,East,229310.0,#05-997
Queen Boulevard,S6922387G,South,715416.0,#28-719
Angrave Avenue,G2655928Q,East,339165.0,#03-615
Tisbury Alley,S1178311B,North,602305.0,#23-681
Arthur Route,S2413623Z,North,680456.0,#23-331
Blackall Boulevard,T0019734C,South,507805.0,#27-589
Caldwell Hill,T1069974F,East,790230.0,#26-911
Eaglet Rue,T1123336H,North,977562.0,#21-922
Meadow Way,G3260482W,Central,804791.0,#09-214
Underwood Pass,S3045524Z,Central,881084.0,#09-667
Berriman Grove,S8670974J,North,512840.0,#29-775
King Edward Grove,F2448980U,Central,285065.0,#03-684
Castlereagh Crossroad,F6742847K,North,506328.0,#27-338
Carolina Pass,S9672321J,South,480412.0,#26-253
Blackpool Grove,F7008879R,East,722775.0,#21-995
Tilson Rue,S6575983G,Central,725670.0,#12-385
Coley Alley,G0636412T,North,106122.0,#02-913
Cliffords Way,F6933039T,East,423672.0,#21-951
Cockspur Avenue,T2006360B,West,295769.0,#09-579
Cleaver Rue,F0902959K,South,493720.0,#08-667
Marina Lane,G5226132P,South,431079.0,#18-254
Belfort Drive,G1330025U,West,453793.0,#25-497
Andrews Boulevard,F9861712N,East,228575.0,#22-638
Paris Route,F4614125M,Central,613916.0,#29-942
Bendall Rue,F3117829X,West,771216.0,#26-167
Pine Way,F4588186P,North,643929.0,#24-919
Bingham Street,G0673776P,South,177014.0,#22-118
Black Friars Alley,G1884798K,East,155801.0,#21-317
Boadicea Grove,F7961331L,South,696432.0,#21-277
Clere Drive,G6641900L,West,534134.0,#14-311
Blackall Vale,S7082999A,East,724921.0,#23-454
Carlisle Crossroad,T0131812H,West,727665.0,#18-592
Sundown Street,T2161662A,North,442506.0,#14-268
St.Jamess Avenue,G9290015X,Central,916069.0,#02-342
Bush Avenue,G4456655U,Central,957201.0,#27-176
Caedmon Crossroad,F8141223P,North,495315.0,#14-736
Belgrave Way,F1249680W,North,426233.0,#06-387
Oxford Street,G9166136P,North,524279.0,#22-732
Ashley Route,S9027930J,West,713787.0,#18-488
Jackson Route,F2308799P,Central,466574.0,#29-377
Camley Tunnel,S5271545H,North,417734.0,#22-382
Heritage Tunnel,T1105479Z,South,572537.0,#18-717
Bel Road,S1785774F,East,644996.0,#18-138
Maple Drive,S5031550I,South,732887.0,#17-193
Becher Way,T1015252F,North,316543.0,#14-219
Waite Vale,G2350375K,East,229144.0,#05-943
Blackall Boulevard,T2189460E,North,466667.0,#27-929
Cecilia Hill,G8285528U,South,546984.0,#07-658
Ashley Walk,T1129889C,East,211160.0,#11-422
Boldero Street,T2088908Z,Central,577424.0,#27-549
Addison Street,F9677796P,South,571585.0,#04-945
Sheffield Street,G2358537P,North,116405.0,#15-859
Cardinal Street,T1028609C,South,858261.0,#09-567
Geffrye Alley,G9747072M,North,775369.0,#06-682
Wakley Lane,S5588103J,Central,812028.0,#26-234
Emily Road,F3165796L,Central,782929.0,#05-871
Dunstans Tunnel,S3208534B,South,977493.0,#29-299
Angrave Way,S0838236J,South,351638.0,#22-344
Sherlock Lane,T1037864H,Central,802144.0,#06-915
Abbots Way,T1143402I,North,804270.0,#18-372
Parkfields Vale,S6895108I,Central,732418.0,#25-472
Castile Street,F9428169P,West,622207.0,#22-147
Underwood Crossroad,F6991943W,North,563006.0,#24-486
Elia Road,T2035710Z,West,877818.0,#11-225
Camera Avenue,G9148990L,West,339717.0,#09-949
Abbotswell Lane,T0156039E,South,999556.0,#05-753
Chestnut Walk,G0971683K,South,899216.0,#23-354
Garfield Drive,S8613101C,South,169321.0,#07-846
Glenwood Crossroad,T1096839I,North,826590.0,#08-586
Bekesbourne Vale,G3905199X,Central,348780.0,#13-549
Tiptree Lane,S7005923A,West,482234.0,#14-974
Chancellor Road,T2016882Z,West,507510.0,#21-313
Sundown Vale,T0188677J,West,765967.0,#05-388
Buttonwood Way,T0151290J,West,642034.0,#24-875
Sheffield Vale,G6850274T,West,675773.0,#19-578
Dunstans Crossroad,T1191818B,South,393348.0,#25-164
Bloomsbury Way,F2384556M,East,674075.0,#08-488
Calvin Road,F3877309R,Central,324628.0,#29-468
Victoria Route,S4193993A,South,495749.0,#27-257
Chantry Walk,G4288503R,Central,959710.0,#13-841
Chartham Tunnel,G5703277N,East,120867.0,#05-933
Badric Rue,S0269675D,South,216747.0,#08-972
Chester Route,F3962512K,East,144815.0,#25-397
Thoresby Way,G9487910T,East,796110.0,#15-223
Eaglet Crossroad,G4770386R,East,748450.0,#01-857
Thoresby Tunnel,T0025285I,South,602762.0,#25-216
East Route,F6314136N,South,203114.0,#14-453
Apsley Tunnel,T1008444Z,West,113893.0,#29-614
Emily Avenue,S0996320J,Central,160906.0,#17-636
Apsley Vale,S1764844F,North,450880.0,#24-964
Byland Boulevard,S8927874J,South,860463.0,#16-485
Abbotswell Way,F5764143Q,West,675157.0,#29-813
Oxford Way,T0099277A,Central,955610.0,#16-126
Cockspur Avenue,T0060551D,Central,930166.0,#12-792
Bacton Alley,S7609629E,North,801995.0,#01-819
Cleaver Boulevard,S0201390H,East,805094.0,#19-482
Thomas Walk,G5385032N,West,145734.0,#01-551
Queen Avenue,S5123725J,Central,748077.0,#24-562
Virginia Vale,G9423511K,North,177259.0,#19-867
Carnegie Lane,S4598997F,South,435898.0,#23-262
Parkfields Alley,S1129623H,North,661593.0,#18-689
Arundel Pass,G9819639X,East,937178.0,#01-633
Blenkarne Street,T1091527I,Central,346926.0,#24-654
Walnut Lane,F4200699T,West,376261.0,#19-183
Battis Pass,T1084506H,North,625482.0,#03-991
Collent Vale,G5794472L,North,966839.0,#04-925
Blake Pass,F5335303R,Central,374161.0,#19-993
Caldwell Lane,T2110112E,Central,918007.0,#26-946
Camera Rue,F4393195N,South,529976.0,#17-755
Bedford Crossroad,F2751234T,East,905385.0,#22-391
Battis Grove,T2060382H,Central,572258.0,#01-145
Bendmore Drive,S7986219C,West,750079.0,#18-939
Comet House Way,T1099787I,North,683321.0,#28-583
King William Avenue,G7032981Q,West,411212.0,#26-794
South Route,T2047664H,Central,156963.0,#01-922
Collins Vale,T0032020Z,West,976300.0,#08-311
Monroe Lane,S1910466D,West,538686.0,#19-435
Bliss Alley,G6956780X,East,792471.0,#11-425
Bendmore Pass,S7796862H,East,560029.0,#26-143
Charnwood Crossroad,F8907314Q,South,410039.0,#25-382
Heritage Rue,T2186220G,East,582838.0,#24-151
Hampden Alley,F8816226U,East,765797.0,#27-828
Anns Alley,G4113927R,North,155746.0,#25-277
Woodland Tunnel,T1095481I,East,988614.0,#01-565
Parkfields Drive,S7883597D,West,145442.0,#15-716
Timothy Road,S0959191E,West,553463.0,#28-377
Abbots Pass,F6658399Q,East,552708.0,#22-367
Westbourne Walk,T2041452I,East,861919.0,#16-928
Ashley Hill,G7279863P,North,648482.0,#11-822
Coal Wharf Rue,G9445323L,West,527647.0,#08-532
Bective Alley,T2199718H,East,659825.0,#04-672
Archery Route,S2672439B,Central,715369.0,#14-921
Enderby Hill,T0002558E,Central,881380.0,#02-699
Geffrye Hill,G6524833Q,West,546859.0,#08-535
Hampden Avenue,S9952395F,North,388614.0,#17-614
Cavaye Road,S6472898I,West,384259.0,#02-659
Badric Walk,F7882005P,West,297148.0,#15-257
Howard Road,S6091438I,East,473125.0,#03-484
Chesterfield  Pass,S8433547I,Central,472176.0,#16-775
Ampton Grove,F3199784N,North,739645.0,#26-416
Ashley Road,G7332245Q,South,286383.0,#15-528
Arthur Avenue,G7192463R,East,803678.0,#28-274
Mariner Way,F2865055T,East,505856.0,#23-423
Victoria Vale,G0619082X,West,756386.0,#23-823
Cave Street,F3471256P,West,131165.0,#19-611
Rail Tunnel,F6767412W,West,687668.0,#24-894
Norfolk Pass,S7605640D,East,135903.0,#14-529
Gathorne Drive,S6583033G,South,992927.0,#12-128
Canon Route,G1369891X,West,266896.0,#14-893
Chambers Crossroad,F3375532P,North,112969.0,#09-419
Waldram Park Tunnel,F3393072X,Central,630745.0,#24-492
Birkenhead Rue,T0146408F,East,953399.0,#27-839
Chester Rue,S0674575Z,South,600978.0,#25-681
Clissold Rue,G6101563U,Central,603929.0,#17-567
Queen Vale,T0023451F,South,536477.0,#14-731
Antrobus Hill,T2064041C,North,700099.0,#23-683
Lake Rue,F9395366P,South,635407.0,#05-629
Falconberg Lane,T1143960H,Central,886147.0,#01-676
Angrave Drive,G8008639M,North,797840.0,#23-959
Thrale Avenue,G8483154U,North,176107.0,#23-979
Queen Alley,S0332146J,West,474822.0,#05-282
Chancellor Hill,S8319208I,Central,408363.0,#25-694
Timothy Crossroad,F3301210K,West,108639.0,#29-865
Boadicea Hill,F8481989K,North,650499.0,#07-273
Ellerman Lane,S8383053J,East,944737.0,#05-434
Bacton Boulevard,S1425195B,Central,519418.0,#12-864
Buttonwood Walk,F8248372K,Central,963770.0,#14-514
Clere Avenue,S7776365A,East,525856.0,#23-123
Beechen Way,T0065895B,North,368199.0,#21-297
Dyott Drive,G1461224Q,Central,715263.0,#29-814
Blandford Drive,S7123088J,Central,429500.0,#07-939
Apostle Way,G0919678K,Central,865427.0,#22-338
Angel Tunnel,S3812318A,North,720202.0,#24-914
Badric Lane,G0205065W,South,677308.0,#18-266
Chart Drive,T2009252A,Central,572116.0,#17-163
Camley Tunnel,F3646831U,East,854629.0,#13-891
Collins Avenue,G5540377P,East,727905.0,#23-394
Thoresby Pass,S3253439B,North,930464.0,#04-916
Colombo Drive,S6679150E,South,897575.0,#17-982
York Alley,F1414267M,North,755516.0,#29-656
Chartham Street,F2875250N,North,440286.0,#15-697
Bicknell Drive,T2104080J,South,758437.0,#26-693
East Pass,F0567389P,East,762703.0,#17-138
Billing Street,T2041868J,East,201834.0,#15-932
Clarges Route,G8518224L,East,845907.0,#02-412
Thurloe Street,G4468090N,South,116835.0,#03-327
East Pass,S6087136A,South,908449.0,#08-897
Clere Lane,F7286448N,North,624129.0,#06-845
Armory Street,F1744586M,Central,939670.0,#25-896
Udall Grove,T2026290G,West,769582.0,#15-125
Blomfield Avenue,S4578483E,North,755253.0,#08-794
Timothy Drive,F0485710X,West,497770.0,#18-577
Fawn Hill,G7377518M,East,953431.0,#15-877
Kilner Street,F5105994T,Central,452358.0,#05-733
Chart Lane,T1086756H,East,624014.0,#18-632
Blore Avenue,F6239524U,Central,302835.0,#14-332
Clere Avenue,G3010304K,South,953166.0,#17-547
Hampden Rue,T1013734I,Central,788552.0,#09-896
Elizabeth Tunnel,F4626276W,South,292718.0,#23-993
Emily Route,S0914343B,West,403618.0,#27-858
Chalcot Alley,S6395098Z,West,279565.0,#07-818
Amwell Grove,T2055996I,West,810487.0,#26-132
Gautrey Drive,G0515310R,West,197633.0,#02-755
Thomas Doyle Crossroad,S5053948B,Central,422334.0,#25-288
Blandford Road,G8295494P,South,872731.0,#26-593
